,num_episodes,episode_reward
0,400213.2,-11967073.8
1,389991.3,-11661990.0
2,473529.6,-14162537.4
3,440210.5,-13162054.0
4,388814.4,-11623642.3
5,425439.9,-12721562.2
6,387535.5,-11587948.1
7,441969.4,-13217779.9
8,404791.9,-12104806.4
9,460485.1,-13772275.2
